Joy,11,2,29,6,2
Joe,2,8,34,42,2
Mel,33,25,46,5,3
Jill,20,45,4,3,2
Joe,44,22,10,20,3
Joy,7,45,40,48,2
Jill,30,49,8,46,1
Joy,20,21,29,6,3
Mel,39,14,46,32,4
Joe,12,21,7,17,1
Joy,10,12,25,49,5
Mel,12,37,10,38,2
Joe,26,1,40,24,2
Sam,34,47,50,39,3
Jill,33,4,8,26,4
Sam,47,23,43,30,1
Sam,6,37,8,50,5
Mel,17,15,16,20,5
Mel,39,11,13,28,5
Mel,5,48,37,31,2
Sam,49,11,21,15,3
Mel,46,30,42,23,3
Joe,5,22,21,32,5
Mel,14,48,11,38,4
Mel,4,5,5,48,5
Jill,12,21,31,17,2
Mel,26,23,35,30,3
Joy,13,46,22,33,2
Joy,47,8,28,44,5
Jill,2,13,1,45,1
Sam,36,28,10,7,5
Joe,19,19,38,39,3
Sam,42,40,15,1,5
Mel,6,43,26,6,1
Mel,43,48,10,21,4
Joe,4,4,47,3,5
Joe,37,42,43,5,5
Jill,36,10,44,48,3
Joy,4,40,5,48,5
Joy,4,42,29,32,1
Jill,44,49,35,44,5
Mel,19,25,29,24,3
Joe,19,9,44,17,2
Mel,25,28,14,34,5
Joe,4,28,46,28,5
Mel,14,4,28,28,4
Sam,21,22,47,19,2
Sam,44,13,10,37,3
Joy,38,35,28,9,2
Jill,5,40,27,7,3
Sam,33,3,15,14,4
Sam,14,17,43,9,1
Joy,15,4,22,45,3
Joe,4,7,3,13,3
Mel,9,36,32,48,1
Jill,33,14,21,21,5
Mel,10,31,43,7,4
Jill,38,31,5,36,4
Mel,39,30,31,36,5
Jill,28,11,44,6,3
Sam,21,19,44,1,2
Jill,11,44,25,34,3
Jill,20,45,17,6,1
Jill,13,49,11,24,2
Mel,45,21,11,35,4
Joe,17,45,41,20,2
Jill,36,50,8,32,4
Sam,31,50,41,4,2
Joe,26,34,36,4,3
Jill,4,3,24,49,2
Jill,45,27,38,30,4
Jill,1,37,22,7,5
Joe,36,47,24,40,5
Joe,41,31,49,30,1
Joe,16,2,22,24,1
Mel,48,39,49,43,1
Joe,35,22,3,21,3
Joe,12,3,27,23,4
Joe,12,26,48,14,3
Mel,29,7,43,27,3
Joy,27,1,10,26,4
Joy,29,27,33,23,5
Jill,16,23,26,22,1
Joe,46,43,2,31,3
Jill,12,20,26,28,4
Joy,43,14,9,49,1
Sam,40,15,20,24,4
Jill,11,12,30,30,5
Mel,1,46,39,14,2
Joe,34,8,2,25,3
Sam,4,48,29,10,1
Mel,6,24,19,45,1
Mel,15,4,42,1,1
Sam,43,11,21,35,2
Mel,47,29,35,21,2
Jill,49,37,27,21,1
Sam,26,19,7,20,3
Mel,24,8,32,19,5
Joy,42,7,46,38,5
Joe,10,41,46,50,5
Joy,30,25,43,25,3
Jill,37,40,37,13,5
Joe,32,6,26,12,5
Sam,48,36,26,9,2
Jill,14,30,38,6,3
Jill,28,18,32,47,1
